,model_id,fine_grained_class,coarse_grained_class,empty_struct_obj,nyuv2_40class,category,wnsynset,wnsynsetkey,up,front,aligned.minPoint,aligned.maxPoint,aligned.dims,isCornerPiece
557,681,picture_frame,picture_frame,2.0,picture,picture_frame/__SYM_REFLECT_LR_APPROX,n03931765,picture_frame.n.01,,,-24.9916/0.0125312805/-1.4828,24.9916/49.9875/1.5172,49.9832/49.974968/3.0,
558,682,bench_chair,bench_chair,2.0,chair,bench_chair/__SYM_REFLECT_LR,n02828884,bench.n.01,,,-155.511/-0.05999756/-43.978,155.511/259.47598/43.978,311.022/259.53598/87.956,
559,683,table_lamp,indoor_lamp,2.0,lamp,indoor_lamp/table_lamp/__SYM_ROTATE_UP_4,n04380533,table_lamp.n.01,,,-11.9233/-0.056713104/-11.9233,11.9233/38.0/11.9233,23.8466/38.056713/23.8466,
560,684,table_lamp,indoor_lamp,2.0,lamp,indoor_lamp/table_lamp/__SYM_ROTATE_UP_INF,n04380533,table_lamp.n.01,,,-10.4286/0.0/-10.4286,10.4286/38.2875/10.4286,20.8572/38.2875/20.8572,
561,685,table_lamp,indoor_lamp,2.0,lamp,indoor_lamp/table_lamp/__SYM_REFLECT_LR,n04380533,table_lamp.n.01,,,-5.0/0.0/-5.0,5.0/36.399097/5.0,10.0/36.399097/10.0,
562,686,goal_post,recreation,2.0,otherprop,recreation/goal_post/__SYM_REFLECT_LR,n03820318,net.n.04,,,-150.0/-0.5/-50.0,150.0/200.50002/49.9338,300.0/201.00002/99.9338,
563,687,cat,pet,2.0,otherprop,pet/cat/__SYM_REFLECT_LR_APPROX,n02121620,cat.n.01,,,-14.563601/0.0/-31.4874,13.270399/20.8297/31.4874,27.834/20.8297/62.9748,
564,688,cat,pet,2.0,otherprop,pet/cat/__SYM_REFLECT_LR_APPROX,n02121620,cat.n.01,,,-12.4751/-0.014705658/-19.8434,12.594099/49.1172/20.0947,25.069199/49.131905/39.9381,
565,689,cat,pet,2.0,otherprop,pet/cat/__SYM_REFLECT_LR_APPROX,n02121620,cat.n.01,,,-8.62652/-0.014263153/-46.5232,9.940771/37.598602/47.398705,18.567291/37.612865/93.921906,
566,69,armchair,chair,2.0,chair,chair/armchair/sofa_chair/__SYM_REFLECT_LR,n03262932,easy_chair.n.01,,,-35.0/0.0/-36.169098,35.0/63.931297/35.830902,70.0/63.931297/72.0,
567,690,sofa,sofa,2.0,sofa,sofa/__CORNER_C1/__CORNER_C2,n04256520,sofa.n.01,,,-147.923/-7.6293945E-6/-138.111,147.077/87.4009/138.889,295.0/87.40091/277.0,
568,691,outdoor_lamp,outdoor_lamp,2.0,lamp,outdoor_lamp/__SYM_REFLECT_LR,n03636649,lamp.n.02,,,-7.5143003/0.0/-9.51443,7.5143003/33.0/9.5000105,15.028601/33.0/19.01444,
569,692,sofa,sofa,2.0,sofa,sofa/__SYM_REFLECT_LR,n04256520,sofa.n.01,,,-94.0/0.0/-45.005302,94.0/88.0/45.0,188.0/88.0/90.0053,
570,693,armchair,chair,2.0,chair,chair/armchair/sofa_chair/__SYM_REFLECT_LR,n03262932,easy_chair.n.01,,,-45.0/0.0/-45.005302,45.0/88.0/45.0,90.0/88.0/90.0053,
571,694,double_desk_with_chairs,workplace,2.0,desk,workplace/double_desk_with_chairs/__SYM_REFLECT_LR,n03179701,desk.n.01,,,-160.0/-7.6293945E-6/-93.5,160.0/110.0/93.50009,320.0/110.00001/187.00009,
572,695,double_desk_with_chairs,workplace,2.0,desk,workplace/double_desk_with_chairs/__SYM_REFLECT_LR,n03179701,desk.n.01,,,-169.747/0.0/-87.505104,169.747/205.0/87.505196,339.494/205.0/175.0103,
573,696,table_and_chair,table_and_chair,2.0,table,table_and_chair/__SYM_ROTATE_UP_4,,,,,-84.984795/-8.392334E-4/-84.984795,84.984795/89.7676/84.984795,169.96959/89.76844/169.96959,
574,697,table_and_chair,table_and_chair,2.0,table,table_and_chair/__SYM_ROTATE_UP_2,,,,,-67.4984/-7.6293945E-6/-134.978,67.4984/97.7185/134.978,134.9968/97.718506/269.956,
575,698,table_and_chair,table_and_chair,2.0,table,table_and_chair/__SYM_ROTATE_UP_2,,,,,-72.4852/-0.02268982/-35.0495,72.4852/88.9872/35.0,144.9704/89.00989/70.0495,
576,699,table_and_chair,table_and_chair,2.0,table,table_and_chair/__SYM_ROTATE_UP_4,,,,,-120.975006/0.0/-121.487,120.975006/88.9793/121.487,241.95001/88.9793/242.974,
577,70,armchair_with_ottoman,chair,2.0,chair,chair/armchair_with_ottoman/__SYM_REFLECT_LR,n02738535,armchair.n.01,,,-30.967798/-0.088890076/-67.491,30.967798/111.93301/66.653595,61.935596/112.0219/134.14459,
578,700,sofa,sofa,2.0,sofa,sofa/__CORNER_C2,n04256520,sofa.n.01,,,-118.535/-7.6293945E-6/-118.49999,118.5/84.5679/118.49999,237.035/84.56791/236.99998,
579,701,table_and_chair,table_and_chair,2.0,table,table_and_chair/__SYM_ROTATE_UP_2,,,,,-188.48601/0.0/-133.987,188.48601/119.563995/133.987,376.97202/119.563995/267.974,
580,702,pool,pool,2.0,otherprop,pool,n03982060,pool.n.01,,,-383.95/-2.2888184E-5/-234.46901,384.112/66.990105/234.53099,768.062/66.99013/469.0,
581,703,outdoor_seating,outdoor_seating,2.0,chair,outdoor_seating/__SYM_REFLECT_LR_APPROX,n04161981,seat.n.03,,,-101.0/0.0/-99.0159,101.0/220.90399/99.01599,202.0/220.90399/198.03189,
582,704,outdoor_seating,outdoor_seating,2.0,chair,outdoor_seating/__SYM_REFLECT_LR,n04161981,seat.n.03,,,-113.5/0.0/-68.4989,113.5/220.791/68.5011,227.0/220.791/137.0,
583,705,table_and_chair,table_and_chair,2.0,table,table_and_chair/__SYM_REFLECT_LR,,,,,-189.48/-7.6293945E-6/-169.994,189.48/93.2611/169.994,378.96/93.26111/339.988,
584,706,porch_swing,outdoor_seating,2.0,chair,outdoor_seating/porch_swing/__SYM_REFLECT_LR,n04161981,seat.n.03,,,-115.5/0.0055999756/-69.9825,115.5/205.0/69.9825,231.0/204.9944/139.965,
585,707,outdoor_seating,outdoor_seating,2.0,chair,outdoor_seating/__SYM_REFLECT_LR,n04161981,seat.n.03,,,-114.0/0.0/-62.5,114.0/118.599/62.5,228.0/118.599/125.0,
586,708,hammock,outdoor_seating,2.0,chair,outdoor_seating/hammock/__SYM_ROTATE_UP_2_APPROX,n04161981,seat.n.03,,,-150.0/0.0/-60.000004,150.0/120.00001/60.000004,300.0/120.00001/120.00001,
587,709,armchair,chair,2.0,chair,chair/armchair/__SYM_REFLECT_LR,n02738535,armchair.n.01,,,-30.000002/-0.005012512/-30.000004,30.000002/85.111/30.0,60.000004/85.11601/60.000004,
588,71,coffee_table,table,2.0,table,table/coffee_table/__SYM_ROTATE_UP_4,n03063968,coffee_table.n.01,,,-39.0/0.0/-39.0,39.0/45.0/39.0,78.0/45.0/78.0,
589,710,armchair,chair,2.0,chair,chair/armchair/__SYM_REFLECT_LR,n02738535,armchair.n.01,,,-28.5/0.0/-32.5,28.5/86.8986/32.5,57.0/86.8986/65.0,
590,711,folding_chair,chair,2.0,chair,chair/folding_chair/__SYM_REFLECT_LR,n03376595,folding_chair.n.01,,,-23.0/-7.6293945E-6/-26.0,23.0/82.002/26.0,46.0/82.00201/52.0,
591,712,folding_chair,chair,2.0,chair,chair/folding_chair/__SYM_REFLECT_LR,n03376595,folding_chair.n.01,,,-30.000002/0.0041503906/-42.0,30.000002/102.984/42.0,60.000004/102.97985/84.0,
592,713,coffee_table,table,2.0,table,table/coffee_table/__SYM_ROTATE_UP_4,n03063968,coffee_table.n.01,,,-35.0/0.0/-35.0,35.0/73.0/35.0,70.0/73.0/70.0,
593,714,coffee_table,table,2.0,table,table/coffee_table/__SYM_ROTATE_UP_2,n03063968,coffee_table.n.01,,,-90.0/0.0/-50.0,90.0/75.0/50.0,180.0/75.0/100.0,
594,715,coffee_table,table,2.0,table,table/coffee_table/__SYM_ROTATE_UP_2,n03063968,coffee_table.n.01,,,-75.0/0.0/-40.0,75.0/75.0/40.0,150.0/75.0/80.0,
595,716,coffee_table,table,2.0,table,table/coffee_table/__SYM_ROTATE_UP_2,n03063968,coffee_table.n.01,,,-80.0/0.16931152/-45.0,80.0/75.0/45.0,160.0/74.83069/90.0,
596,717,plant,plant,2.0,otherprop,plant/__SYM_ROTATE_UP_INF,n00017222,plant.n.02,,,-160.931/-0.30252075/-153.919,173.376/485.425/177.20398,334.307/485.7275/331.123,
597,718,plant,plant,2.0,otherprop,plant/__SYM_ROTATE_UP_INF,n00017222,plant.n.02,,,-94.5/-7.6293945E-6/-85.0,94.5/114.633/85.0,189.0/114.63301/170.0,
598,719,plant,plant,2.0,otherprop,plant/__SYM_ROTATE_UP_INF,n00017222,plant.n.02,,,-46.5006/-6.344799/-41.8685,42.6663/49.7514/43.124397,89.1669/56.0962/84.9929,
599,720,plant,plant,2.0,otherprop,plant/__SYM_ROTATE_UP_2,n00017222,plant.n.02,,,-150.0/0.0/-25.0,150.0/150.0/25.0,300.0/150.0/50.0,
600,721,plant,plant,2.0,otherprop,plant/__SYM_ROTATE_UP_INF,n00017222,plant.n.02,,,-139.396/0.0/-103.33299,139.396/195.763/103.33299,278.792/195.763/206.66599,
601,722,fence,fence,2.0,door,fence/__SYM_ROTATE_UP_2,n03327234,fence.n.01,,,-279.0/0.0/-4.8986197,279.0/270.0/4.29486,558.0/270.0/9.19348,
602,723,plant,plant,2.0,otherprop,plant/__SYM_ROTATE_UP_INF,n00017222,plant.n.02,,,-26.0/0.0/-26.0,26.0/46.965702/26.0,52.0/46.965702/52.0,
603,724,plant,plant,2.0,otherprop,plant/__SYM_ROTATE_UP_INF,n00017222,plant.n.02,,,-38.0/-0.019332886/-40.5,38.0/198.244/40.5,76.0/198.26334/81.0,
604,725,plant,plant,2.0,otherprop,plant/__SYM_ROTATE_UP_INF,n00017222,plant.n.02,,,-378.122/0.0/-390.534,381.258/643.07697/386.013,759.38/643.07697/776.547,
605,726,plant,plant,2.0,otherprop,plant/__SYM_ROTATE_UP_INF,n00017222,plant.n.02,,,-46.0533/-1.501358/-50.968,46.8752/56.3273/50.0526,92.9285/57.82866/101.0206,
606,727,plant,plant,2.0,otherprop,plant/__SYM_ROTATE_UP_2,n00017222,plant.n.02,,,-36.0644/-9.536743E-7/-27.558601,36.9356/9.278851/25.441399,73.0/9.2788515/53.0,
607,728,plant,plant,2.0,otherprop,plant/__SYM_ROTATE_UP_INF,n00017222,plant.n.02,,,-33.596798/0.0/-34.002,34.262897/50.764/34.1858,67.859695/50.764/68.1878,
608,729,pool,pool,2.0,otherprop,pool,n03982060,pool.n.01,,,-300.5/-0.31467438/-200.48001,300.47998/81.8407/200.50003,600.98/82.15537/400.98004,
609,73,single_hinge_door,door,2.0,door,door/single_hinge_door,n03221720,door.n.01,0/1/0,0/0/1,-65.0021/0.0/-9.0,65.0021/211.99998/91.0396,130.0042/211.99998/100.0396,
610,73_0,,,,,door/single_hinge_door,n03221720,door.n.01,0/1/0,0/0/1,-65.0021/0.0/-9.0,65.0021/211.99998/16.0436,130.0042/211.99998/25.0436,
611,73_2,,,,,door/single_hinge_door,n03221720,door.n.01,,,-65.0021/0.0/-9.0,65.0021/211.99998/9.000011,130.0042/211.99998/18.000011,
612,730,pool,pool,2.0,otherprop,pool/__SYM_REFLECT_LR,n03982060,pool.n.01,,,-346.506/-1.5258789E-5/-442.021,346.506/150.217/442.021,693.012/150.21701/884.042,
613,731,plant,plant,2.0,otherprop,plant/__SYM_ROTATE_UP_2,n00017222,plant.n.02,,,-92.0/-1.9073486E-6/-49.0,92.0/31.2515/49.0,184.0/31.251501/98.0,
614,732,plant,plant,2.0,otherprop,plant/__SYM_ROTATE_UP_INF,n00017222,plant.n.02,,,-5.0/0.0/-5.0,5.0/18.8675/5.0,10.0/18.8675/10.0,
615,733,plant,plant,2.0,otherprop,plant/__SYM_ROTATE_UP_INF,n00017222,plant.n.02,,,-40.7512/0.0/-42.1067,39.9314/127.097/41.6272,80.6826/127.097/83.7339,
616,734,plant,plant,2.0,otherprop,plant/__SYM_ROTATE_UP_INF,n00017222,plant.n.02,,,-85.3891/0.0/-84.8721,85.2782/255.378/88.39011,170.6673/255.378/173.2622,
617,735,plant,plant,2.0,otherprop,plant/__SYM_ROTATE_UP_INF,n00017222,plant.n.02,,,-22.763802/0.0/-18.4637,22.1926/69.8137/18.196499,44.9564/69.8137/36.6602,
618,736,plant,plant,2.0,otherprop,plant/__SYM_ROTATE_UP_INF,n00017222,plant.n.02,,,-29.679901/0.0/-33.565,32.378597/69.0784/29.629398,62.0585/69.0784/63.194397,
619,737,plant,plant,2.0,otherprop,plant/__SYM_ROTATE_UP_INF,n00017222,plant.n.02,,,-27.359/0.0/-23.4046,26.954/58.4539/26.1141,54.313/58.4539/49.5187,
620,738,plant,plant,2.0,otherprop,plant/__SYM_ROTATE_UP_INF,n00017222,plant.n.02,,,-31.378098/0.0/-35.1301,35.2669/81.746605/31.012302,66.645/81.746605/66.1424,
621,739,plant,plant,2.0,otherprop,plant/__SYM_ROTATE_UP_4,n00017222,plant.n.02,,,-10.0596/0.0/-10.1455,10.144/23.9088/10.529301,20.2036/23.9088/20.6748,
622,74,sink,sink,2.0,sink,sink/__SYM_REFLECT_LR,n04223580,sink.n.01,,,-35.009/0.0/-20.0706,35.009/100.824/19.9294,70.018/100.824/40.0,
623,740,plant,plant,2.0,otherprop,plant/__SYM_ROTATE_UP_INF,n00017222,plant.n.02,,,-6.50002/0.0/-6.00021,6.50002/27.025398/6.00021,13.00004/27.025398/12.00042,
624,741,plant,plant,2.0,otherprop,plant/__SYM_ROTATE_UP_INF,n00017222,plant.n.02,,,-13.5796995/0.0/-14.019001,13.4763/27.3642/13.8871,27.056/27.3642/27.906101,
625,742,plant,plant,2.0,otherprop,plant/__SYM_ROTATE_UP_INF,n00017222,plant.n.02,,,-95.0568/0.0/-99.0419,94.2503/62.7827/99.0058,189.3071/62.7827/198.0477,
626,743,umbrella,outdoor_cover,2.0,otherprop,outdoor_cover/umbrella/__SYM_ROTATE_UP_6,n04507155,umbrella.n.01,,,-134.5/0.0/-116.5,134.5/318.829/116.5,269.0/318.829/233.0,
627,744,umbrella,outdoor_cover,2.0,otherprop,outdoor_cover/umbrella/__SYM_REFLECT_LR,n04507155,umbrella.n.01,,,-138.5/0.0/-169.0,138.5/244.98201/169.0,277.0/244.98201/338.0,
628,745,sofa,sofa,2.0,sofa,sofa/__SYM_REFLECT_LR,n04256520,sofa.n.01,,,-100.65901/-0.00730896/-46.0688,100.929/77.843796/46.0744,201.58801/77.851105/92.1432,
629,746,umbrella,outdoor_cover,2.0,otherprop,outdoor_cover/umbrella/__SYM_REFLECT_LR,n04507155,umbrella.n.01,,,-150.0/0.0/-143.5,150.0/251.272/143.5,300.0/251.272/287.0,
630,747,blinds,curtain,2.0,blinds,curtain/blinds/__SYM_REFLECT_LR,n03151077,curtain.n.01,,,-50.0/0.0/-2.49999,50.0/155.0/2.50005,100.0/155.0/5.00004,
631,748,blinds,curtain,2.0,blinds,curtain/blinds/__SYM_REFLECT_LR,n03151077,curtain.n.01,,,-75.0/0.0/-3.4999099,75.0/250.0/3.49992,150.0/250.0/6.99983,
632,749,umbrella,outdoor_cover,2.0,otherprop,outdoor_cover/umbrella/__SYM_ROTATE_UP_8,n04507155,umbrella.n.01,,,-143.5/0.0/-143.5,143.5/325.625/143.5,287.0/325.625/287.0,
633,75,double_bed,bed,2.0,bed,bed/double_bed/__SYM_REFLECT_LR,n03225988,double_bed.n.01,,,-80.5012/-7.6293945E-6/-104.99999,80.5012/77.1659/104.99999,161.0024/77.16591/209.99998,
634,750,blinds,curtain,2.0,blinds,curtain/blinds/__SYM_REFLECT_LR,n03151077,curtain.n.01,,,-127.5/-9.1552734E-5/-7.500001,127.5/146.832/7.5000105,255.0/146.83209/15.000011,
635,751,blinds,curtain,2.0,blinds,curtain/blinds/__SYM_REFLECT_LR,n03151077,curtain.n.01,,,-95.000496/-4.5776367E-5/-7.500001,95.000496/146.832/7.5000105,190.00099/146.83205/15.000011,
636,752,window,window,2.0,window,window/__SYM_ROTATE_UP_2,n04587648,window.n.01,,,-75.0/0.0/-6.0,75.0/250.0/5.5000095,150.0/250.0/11.50001,
637,753,window,window,2.0,window,window/__SYM_ROTATE_UP_2,n04587648,window.n.01,,,-150.0/0.0/-6.0,150.0/250.0/5.5000095,300.0/250.0/11.50001,
638,754,window,window,2.0,window,window/__SYM_ROTATE_UP_2,n04587648,window.n.01,,,-225.0/0.0/-6.0,225.0/250.0/5.5000095,450.0/250.0/11.50001,
639,755,window,window,2.0,window,window,n04587648,window.n.01,,,-125.006/0.051376343/-10.0,125.0/220.051/6.0000095,250.006/219.99962/16.00001,
640,756,sliding_door,door,2.0,door,door/sliding_door,n03221720,door.n.01,0/1/0,0/0/1,-185.0/0.0/-7.0,185.0/265.0/6.5000095,370.0/265.0/13.50001,
641,756_0,,,,,door/sliding_door,n03221720,door.n.01,0/1/0,0/0/1,-185.0/0.0/-7.0,185.0/265.0/6.5000095,370.0/265.0/13.50001,
642,756_2,,,,,door/sliding_door,n03221720,door.n.01,0/1/0,0/0/1,-185.0/0.0/-7.0,185.0/265.0/6.5000095,370.0/265.0/13.50001,
643,757,single_hinge_door,door,2.0,door,door/single_hinge_door/entry_door,n03221720,door.n.01,0/1/0,0/0/1,-88.0/0.0/-7.0,88.0/239.995/83.0001,176.0/239.995/90.0001,
644,757_0,,,,,door/single_hinge_door/entry_door,n03221720,door.n.01,0/1/0,0/0/1,-88.0/0.0/-7.0,88.0/239.995/10.8479,176.0/239.995/17.8479,
645,757_2,,,,,door/single_hinge_door/entry_door,n03221720,door.n.01,0/1/0,0/0/1,-88.0/0.0/-7.0,88.0/239.995/7.0000095,176.0/239.995/14.00001,
646,758,single_hinge_door,door,2.0,door,door/single_hinge_door/entry_door,n03221720,door.n.01,0/1/0,0/0/1,-52.999996/0.0/-7.0,52.999996/218.0/76.9759,105.99999/218.0/83.9759,
647,758_0,,,,,door/single_hinge_door/entry_door,n03221720,door.n.01,0/1/0,0/0/1,-52.999996/0.0/-7.0,52.999996/218.0/13.500698,105.99999/218.0/20.500698,
648,758_2,,,,,door/single_hinge_door/entry_door,n03221720,door.n.01,,,-52.999996/0.0/-7.0,52.999996/218.0/7.0000095,105.99999/218.0/14.00001,
649,759,single_hinge_door,door,2.0,door,door/single_hinge_door,n03221720,door.n.01,,,-52.999996/0.0/-7.0,52.999996/218.0/65.9998,105.99999/218.0/72.9998,
650,759_0,,,,,door/single_hinge_door,n03221720,door.n.01,0/1/0,0/0/1,-52.999996/0.0/-9.00494,52.999996/218.0/8.96282,105.99999/218.0/17.96776,
651,759_2,,,,,door/single_hinge_door,n03221720,door.n.01,,,-52.999996/0.0/-7.0,52.999996/218.0/7.0000095,105.99999/218.0/14.00001,
652,760,single_hinge_door,door,2.0,door,door/single_hinge_door,n03221720,door.n.01,,,-52.999996/0.0/-7.0,52.999996/218.0/64.9998,105.99999/218.0/71.9998,
653,760_0,,,,,door/single_hinge_door,n03221720,door.n.01,0/1/0,0/0/1,-52.999996/0.0/-8.048111,52.999996/218.0/8.05217,105.99999/218.0/16.10028,
654,760_2,,,,,door/single_hinge_door,n03221720,door.n.01,,,-52.999996/0.0/-7.0,52.999996/218.0/7.0000095,105.99999/218.0/14.00001,
655,761,single_hinge_door,door,2.0,door,door/single_hinge_door,n03221720,door.n.01,,,-52.999996/0.0/-7.0,52.999996/218.0/66.0,105.99999/218.0/73.0,
656,761_0,,,,,door/single_hinge_door,n03221720,door.n.01,0/1/0,0/0/1,-52.999996/0.0/-8.989521,52.999996/218.0/8.97525,105.99999/218.0/17.964771,
657,761_2,,,,,door/single_hinge_door,n03221720,door.n.01,,,-52.999996/0.0/-7.0,52.999996/218.0/7.0000095,105.99999/218.0/14.00001,
658,762,single_hinge_door,door,2.0,door,door/single_hinge_door,n03221720,door.n.01,,,-52.999996/0.0/-7.0,52.999996/218.0/65.9998,105.99999/218.0/72.9998,
659,762_0,,,,,door/single_hinge_door,n03221720,door.n.01,0/1/0,0/0/1,-52.999996/0.0/-8.994242,52.999996/218.0/8.971411,105.99999/218.0/17.965652,
660,762_2,,,,,door/single_hinge_door,n03221720,door.n.01,,,-52.999996/0.0/-7.0,52.999996/218.0/7.0000095,105.99999/218.0/14.00001,
661,763,single_hinge_door,door,2.0,door,door/single_hinge_door/entry_door,n03221720,door.n.01,0/1/0,0/0/1,-78.5/0.0/-6.000023,78.5/226.0/79.9999,157.0/226.0/85.99992,
662,763_0,,,,,door/single_hinge_door/entry_door,n03221720,door.n.01,0/1/0,0/0/1,-78.5/0.0/-9.56407,78.5/226.0/7.55929,157.0/226.0/17.12336,
663,763_2,,,,,door/single_hinge_door/entry_door,n03221720,door.n.01,0/1/0,0/0/1,-78.5/0.0/-6.00002,78.5/226.0/5.5000095,157.0/226.0/11.50003,
664,764,single_hinge_door,door,2.0,door,door/single_hinge_door/entry_door,n03221720,door.n.01,0/1/0,0/0/1,-72.000404/0.0/-6.0,71.999596/230.0/77.9999,144.0/230.0/83.9999,
665,764_0,,,,,door/single_hinge_door/entry_door,n03221720,door.n.01,0/1/0,0/0/1,-72.000404/0.0/-8.24601,71.999596/230.0/9.27733,144.0/230.0/17.52334,
666,764_2,,,,,door/single_hinge_door/entry_door,n03221720,door.n.01,0/1/0,0/0/1,-72.000404/0.0/-6.0,71.999596/230.0/5.5000095,144.0/230.0/11.50001,
667,765,garage_door,garage_door,2.0,door,garage_door/__SYM_REFLECT_LR,,,,,-165.0/-3.0517578E-5/-192.0,165.0/270.0/58.000206,330.0/270.00003/250.0002,
668,765_0,,,,,garage_door/__SYM_REFLECT_LR,,,,,-165.0/-3.0517578E-5/-14.159601,165.0/270.0/8.000259,330.0/270.00003/22.15986,
669,766,window,window,2.0,window,window,n04587648,window.n.01,,,-35.0/0.0/-10.0,35.0/140.0/7.5,70.0/140.0/17.5,
670,767,window,window,2.0,window,window/__SYM_REFLECT_LR,n04587648,window.n.01,,,-70.0/0.0/-10.0,70.0/140.0/5.7500095,140.0/140.0/15.75001,
671,768,single_hinge_door,door,2.0,door,door/single_hinge_door,n03221720,door.n.01,0/1/0,0/0/1,-53.0226/0.0/-7.0,53.0226/218.0/65.9998,106.0452/218.0/72.9998,
672,768_0,,,,,door/single_hinge_door,n03221720,door.n.01,0/1/0,0/0/1,-53.0226/0.0/-9.054989,53.0226/218.0/9.03215,106.0452/218.0/18.08714,
673,768_2,,,,,door/single_hinge_door,n03221720,door.n.01,,,-53.0226/0.0/-7.0,53.0226/218.0/7.00198,106.0452/218.0/14.00198,
674,769,single_hinge_door,door,2.0,door,door/single_hinge_door,n03221720,door.n.01,0/1/0,0/0/1,-53.001602/0.0/-7.574562,53.001602/218.02399/66.4253,106.003204/218.02399/73.99986,
675,769_0,,,,,door/single_hinge_door,n03221720,door.n.01,0/1/0,0/0/1,-53.001602/0.0/-9.05842,53.001602/218.02399/9.029329,106.003204/218.02399/18.08775,
676,769_2,,,,,door/single_hinge_door,n03221720,door.n.01,,,-53.001602/0.0/-7.5745597,53.001602/218.02399/7.5745797,106.003204/218.02399/15.149139,
677,77,double_bed,bed,2.0,bed,bed/double_bed/__SYM_REFLECT_LR,n03225988,double_bed.n.01,,,-90.1297/-7.6293945E-6/-110.0,91.5822/97.260704/110.332,181.7119/97.26071/220.332,
678,770,single_hinge_door,door,2.0,door,door/single_hinge_door,n03221720,door.n.01,0/1/0,0/0/1,-53.0226/0.0/-7.0,53.0226/218.0/66.0,106.0452/218.0/73.0,
679,770_0,,,,,door/single_hinge_door,n03221720,door.n.01,0/1/0,0/0/1,-53.0226/0.0/-9.01816,53.0226/218.0/9.071772,106.0452/218.0/18.089931,
680,770_2,,,,,door/single_hinge_door,n03221720,door.n.01,,,-53.0226/0.0/-7.0,53.0226/218.0/7.00198,106.0452/218.0/14.00198,
681,771,garage_door,garage_door,2.0,window,garage_door/__SYM_REFLECT_LR,,,,,-160.0/0.0/-281.45,160.0/260.0/7.000244,320.0/260.0/288.45026,
682,771_0,,,,,garage_door/__SYM_REFLECT_LR,,,,,-160.0/-0.011108398/-281.45,160.0/260.0/7.000244,320.0/260.0111/288.45026,
683,773,wardrobe_cabinet,wardrobe_cabinet,2.0,cabinet,wardrobe_cabinet,n02933112,cabinet.n.01,,,-149.97299/0.0/-45.0,150.0/270.0/45.0,299.973/270.0/90.0,
684,775,fence,fence,2.0,door,fence/__SYM_ROTATE_UP_2,n03327234,fence.n.01,,,-150.0/0.0/-5.0,150.0/200.15/5.0000095,300.0/200.15/10.00001,
685,776,fence,fence,2.0,door,fence/__SYM_ROTATE_UP_2,n03327234,fence.n.01,,,-145.0/0.0/-5.0,145.0/200.15/5.0000095,290.0/200.15/10.00001,
686,777,fence,fence,2.0,door,fence/__SYM_ROTATE_UP_2,n03327234,fence.n.01,,,-145.0/0.0/-5.0,145.0/200.15/5.0000095,290.0/200.15/10.00001,
687,778,arch,arch,2.0,door,arch/__SYM_REFLECT_LR,n02733524,arch.n.04,,,-60.000603/0.0/-7.5554295,60.000496/250.0/7.55544,120.0011/250.0/15.110869,
688,778_0,,,,,arch/__SYM_REFLECT_LR,n02733524,arch.n.04,,,-60.000603/0.0/-7.5554295,60.000496/250.0/7.55544,120.0011/250.0/15.110869,
689,779,arch,arch,2.0,door,arch/__SYM_REFLECT_LR,n02733524,arch.n.04,,,-68.0/0.0/-6.9999905,68.0/258.0/7.0000095,136.0/258.0/14.0,
690,779_0,,,,,arch/__SYM_REFLECT_LR,n02733524,arch.n.04,,,-68.0/0.0/-6.9999905,68.0/258.0/7.0000095,136.0/258.0/14.0,
691,78,single_bed,bed,2.0,bed,bed/single_bed/__SYM_REFLECT_LR,n04222210,single_bed.n.01,,,-55.0/-7.6293945E-6/-104.49999,55.0/77.1659/104.49999,110.0/77.16591/208.99998,
692,780,arch,arch,2.0,door,arch/__SYM_REFLECT_LR,n02733524,arch.n.04,,,-158.0/0.0/-12.5,158.0/270.0/12.5,316.0/270.0/25.0,
693,780_0,,,,,arch/__SYM_REFLECT_LR,n02733524,arch.n.04,,,-158.0/0.0/-12.5,158.0/270.0/12.5,316.0/270.0/25.0,
694,781,picture_frame,picture_frame,2.0,picture,picture_frame/__SYM_REFLECT_LR_APPROX,n03931765,picture_frame.n.01,,,-50.0/0.0/-1.5,50.0/100.0/1.5,100.0/100.0/3.0,
695,782,stairs,stairs,1.0,floor,stairs/__SYM_REFLECT_LR,n04314914,step.n.04,,,-141.0/-1.5258789E-5/-126.0,141.0/187.75899/126.0,282.0/187.759/252.0,
696,783,stairs,stairs,1.0,floor,stairs/__SYM_REFLECT_LR,n04314914,step.n.04,,,-76.0/0.0/-91.5,76.0/187.75899/91.5,152.0/187.75899/183.0,
697,784,stairs,stairs,1.0,floor,stairs/__SYM_REFLECT_LR,n04314914,step.n.04,,,-214.00002/7.6293945E-6/-95.0,214.00002/100.0/95.0,428.00003/99.99999/190.0,
698,785,stairs,stairs,1.0,floor,stairs/__SYM_REFLECT_LR,n04314914,step.n.04,,,-75.0/0.0/-71.0,75.0/100.0/71.0,150.0/100.0/142.0,
699,786,plant,plant,2.0,otherprop,plant/__SYM_ROTATE_UP_INF,n00017222,plant.n.02,,,-79.101006/-11.170395/-79.1011,79.101006/244.81299/79.101006,158.20201/255.98338/158.2021,
700,79,sink,sink,2.0,sink,sink/__SYM_REFLECT_LR,n04223580,sink.n.01,,,-40.0/0.28644943/-30.000002,40.0/33.271/30.000002,80.0/32.98455/60.000004,
